FinalID,ReefBuildingSpecies,CommonEnglish,Type,OrbicellaAcropora,BCG Attribute,RedListCategory,DepthRange_m,DepthCategory,LifeHistoryStrategy,Darling etal 2012 Life History Group,origReefBuilding,ReproPattern_Mode,ReproPattern,ReproMode,YearlyGametogenesis,AnnualGametogeneses,SpawningBroodingEvents,SpawningBroodingSeason,GrowthForm,OLD_Morphology,MorphologyIndex,GrowthRate_cm_yr,GrowthRate_code,MeanSize,Susc3stars,SedimentSusceptibility,SedSuscCode,SedBCG_DELETE,BleachingSusceptibility,BleachSuscCode,BleachBCG_DELETE,DiseaseSusceptibility,DiseaseSuscCode,DiseaseBCG_DELETE,PATHOGENICDISEASES,GEOGRAPHICDISTRIBUTION,OBSERVATIONS_COMMENTS
Peysonnellia,,,Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodophyta cru. spp,,,Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodophyta cru.,,,Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodophyta cru,,,Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turf algae free of sediment,,,Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turf algae with sediment,,,Bare_TurfWSed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare substrate,,,Bare_TurfWSed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cliona spp,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cliona,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encrusting gorgonian,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythropodium caribaeorum,,encrusting gorgonian,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgonacea plumes/rods/whips,,gorgonians,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgonians,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnoliophyta spp,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnoliophyta,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other spp,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palythoa spp,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palythoa,,,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porifera spp,,sponges,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porifera,,sponges,Non-Coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<UNKNOWN>,,<UNKNOWN>,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Coral Observed,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Species,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acropora cervicornis,X,staghorn coral,Scleractinian,OrbAcrp,3,Critically endangered,0 - 20,Shallow,C,1 - Competitive,X,H - S,H,S,1,1,01-feb,SU,BR,"branching, fragile",4,abr-37,Very fast,Large - Very large,7,**,LoMod,02-mar,**,LoMod,03-abr,***,HiMod,03-abr,WBD - BBD - WPX - RBD - GAN -  CCI - OTH,Wider Caribbean except Bermuda,"Endangered species (ESA-IUCN). Two conspicuous morphologies in the Caribbean, this one has  thin, long branches, frequent lateral branching and fast growth.  Good recovery reported for many localities but still impacted by WBD outbreaks"
Acropora palmata,X,elkhorn coral,Scleractinian,OrbAcrp,4,Critically endangered,0 - 20,Shallow,C,1 - Competitive,X,H - S,H,S,1,1,01-feb,SU,BR-CR,branching,4,2.5 - 20,Very fast,Large - Very large,9,***,HiMod,03-abr,***,HiMod,04-may,***,HiMod,04-may,WBD - WPX - CCI - GAN - OTH,Wider Caribbean except Bermuda,"Endangered species (ESA-IUCN). Recovering is benn slow in most localities. Still affected by WBD-like signs, algae overgorwth and damselfishand fireworm predation"
Acropora prolifera,X,fused staghorn,Scleractinian,OrbAcrp,4,,0 - 10,Shallow,C,,X,H - S,H,S,1,1,01-feb,SU,BR,,4,jul-32,Very fast,Large - Very large,6,**,LoMod,02-mar,**,LoMod,3,**,LoMod,2,WBD - CCI - OTH,Wider Caribbean except Bermuda,"Hybrid taxon between A. cervicornis and A.palmata. Mophology  depends on which parental species donated the egg or sperm. Dense, finger-like, short branches form compact colonies that seem more resistant to WBD-like infections and damselfish colonization."
Acropora sp.,,Thick staghorn coral,Scleractinian,OrbAcrp,,,0 - 10,Shallow,C,,,H - S,H,S,1,1,01-feb,SU,BR,,,ago-25,Very fast,Large - Very large,6,**,LoMod,02-mar,**,LoMod,03-abr,**,LoMod,02-mar,WBD - BBD - RBD - CCI - OTH,Central and southern Caribbean,"Needs taxonomic verification. This thick growth form have been observed growing side by side with the thin, commom A. cervicornis. Common in the southern Caribbean"
Agaricia agaricites,,Low relief lettuce coral,Scleractinian,,4,Least concern,0 - 50,Broad,W,2 - Weedy,,G - MP - B   ,G,B,1,1,>6,SP-SU-FA,SM-CR,encrusting or hemispherical sheets,1,0.08 -0.2,Very Slow,Small,10,****,High,5,****,High,04-may,**,LoMod,02-mar,WPD - RBD - DSD - CCI,Wider Caribbean except Bermuda,"Submassive, crustose colonies. "
Agaricia fragilis,,Fragile saucer coral,Scleractinian,,,Data deficient,oct-50,Broad,W,2 - Weedy,,? - B,,B,1,1,>1,SU-FA?,CR-FO,plate,1,?,?,Small,8,***,HiMod,03-abr,****,High,5,*,Low,1,WPD - BBD - RBD,Wider Caribbean except Bermuda,"Small, dark-colored, round/oval plates with low ridges and long valleys with tiny calices."
Agaricia grahamae,,Dimpled sheet coral,Scleractinian,,,Least concern,30 - 80?,Deep,W,,,? - B,,B,1,1,?,?,PL-CR,based on species within genus,1,?,?,Large - Very large,8,****,High,5,***,HiMod,04-may,*,Low,1,WPD - OTH,Wider Caribbean except Bermuda,Needs genetic verification - mesophotic deep coral
Agaricia humilis,,Low relief lettuce coral,Scleractinian,,4,Least concern,0 - 25,,W,2 - Weedy,,G - MP- B,G,B,1,1,>6,SP-SU-FA,PL-CR,encrusting ,1,?,Very Slow,Small - Medium,10,****,High,5,****,High,04-may,**,LoMod,2,WPD - CCI - RBD -DSD,Wider Caribbean except Bermuda,"Small, massive-crustose colonies with reticulated high ridges and closed valleys with few calices"
Agaricia lamarcki,,Whitestar sheet coral,Scleractinian,,3,Vulnerable,oct-80,Broad,W,2 - Weedy,,G - B,G,B,1,1,>1,SU-FA,PL-CR,plate,1,0.4 - 0.6,Slow,Large - Very large,10,****,High,5,****,High,5,**,LoMod,02-mar,WPD - RBD - OTH,Wider Caribbean except Bermuda,"Wide depth distribution, from 10 to 70 m depth"
Agaricia spp,,,Scleractinian,,,,,Broad,W,2 - Weedy,,,,B,1,1,,,,based on species within genus,1,,Slow,,10,,High,,,High,,,LoMod,,,,
Agaricia,,,Scleractinian,,,,,Broad,W,2 - Weedy,,,,B,1,1,,,,based on species within genus,1,,Slow,,10,,High,,,High,,,LoMod,,,,
Agaricia tenuifolia,,Thin leaf lettuce coral,Scleractinian,,,Near threatened,0 - 20,Shallow,W,2 - Weedy,,? - B,,B,1,1,>1,SP-SU-FA,FO-BL,,3,0.8,Slow,Medium - Large,7,**,LoMod,02-mar,****,High,5,*,Low,01-feb,WPD - CCI,Central and Western Caribbean,"One of 3 bifacial agaricids. Thin corallum forn large wide and vertical colonies that can monopolize extensive habitats. Most common in north-central, south central and western Caribbean."
Agaricia undata,,Scroll plate coral,Scleractinian,,,Data deficient,20 - 80?,Deep,W,,,? - B,,B,1,1,?,?,PL-CR,,,?,?,Large - Very large,8,****,High,5,***,HiMod,04-may,*,Low,01-feb,WPD - OTH,Wider Caribbean except Bermuda,Mesophotic species
Cladocora arbuscula,,Tube coral,Scleractinian,,4,Least concern,mar-20,Shallow,C,,,H - S,H,S,1,1,01-feb,SU-FA,BR,,2,?,?,Small - Medium,4,*,Low,1,**,LoMod,3,*,Low,1,WPD,Wider Caribbean except Bermuda,"Short branching polyps, associated with soft bottoms and seagrasses"
Colpophyllia amaranthus,,Brain coral,Scleractinian,,,Least concern,may-20,Shallow,S,,,H - S,H,S,1,1,01-feb,SU-FA?,BO-MA-CR,,,0.3 - 1.1,Slow,Medium - Large,9,***,HiMod,3,***,HiMod,4,***,HiMod,4,BBD - WPD - RBD- OTH - SCTLD,Wider Caribbean except Bermuda ??,Probably restricted distribution. Common in north and southern Caribbean
Colpophyllia breviserialis,,Brain coral ,Scleractinian,,,,may-20,Shallow,S,,,H - S,H,S,1,1,01-feb,SU-FA,BO-MA-CR,,,?,Slow,Medium - Large,10,***,HiMod,3,***,HiMod,03-abr,****,High,04-may,BBD - RBD - WPD - DSD - CCI - SCTLD,Wider Caribbean except Bermuda,Needs taxonomic verification (genetic).Low abundances and mixed morphology colonies with C.natans type common.
Colpophyllia natans,X,Boulder brain coral,Scleractinian,,3,Least concern,ene-25,MidDepth,S,4 - Stress Tolerant,X,H - S,H,S,1,1,01-feb,SU-FA,BO-MA-CR,brain - domes or encrusting plates,2,0.3 - 1.1,Slow,Medium - Large,10,***,HiMod,3,***,HiMod,03-abr,****,High,04-may,BBD - WPD - DSD -RBD - GAN - CCI - SCTLD,Wider Caribbean except Bermuda,Large boulder and crustose coralla
Dendrogyra cylindrus,X,Pillar coral,Scleractinian,,3,Vulnerable,ene-20,Shallow,G,1 - Competitive,X,G - S,G,S,1,1,1,SU,CO-CR,"branching, encrusting base with cylindrical pillars up to 2m height",3,0.5 - 1.8,Slow,Large - Very large,6,*,Low,01-feb,**,LoMod,3,***,HiMod,04-may,WPD - CYBD - BBD - GAN - OTH - SCTLD,Wider Caribbean except Panama and Bermuda,Threatened species. 
Dichocoenia stellaris,,Uniserial elliptical,Scleractinian,,,Data deficient,oct-20,Shallow,G,,,? - B,,B,>1,,?,SU-FA,SM-CR,,,0.2,Very Slow,Medium,8,**,LoMod,02-mar,***,HiMod,03-abr,***,HiMod,4,WPD - BBD,Wider Caribbean ,Needs Taxonomic verification
Dichocoenia stokesii,,Elliptical star coral,Scleractinian,,4,Vulnerable,may-20,Shallow,G,4 - Stress Tolerant,,G  - S,G,S,1,1,01-feb,SU-FA,SM-CR,"massive, spherical, mound to encrusting",2,0.2,Very Slow,Medium,9,**,LoMod,02-mar,***,HiMod,03-abr,****,High,04-may,BBD - WPD - SCTLD,Wider Caribbean ,Small to mediun sized (40cm) colonies with elongated calices and wide coenosteum. Typically orange-yellow or pale.
Diploria labyrinthiformis,X,Grooved brain coral,Scleractinian,,3,Least concern,mar-25,MidDepth,S,4 - Stress Tolerant,,H - S,H,S,1,1,01-feb,SU-FA,BO-MA-CR,brain - hemisphere,2,0.3 - 0.75,Slow,Medium - Large,9,**,LoMod,02-mar,***,HiMod,03-abr,****,High,04-may,BBD-WPD-CYBD-RBD-CCI-GAN-OTH-SCTLD,Wider Caribbean ,"Mostly round hemispherical colonies with wide ridges and ambulacra, and deep narrow valleys. Mostly orange-yellow"
Diploria spp,X,,Scleractinian,,,,,MidDepth,S,4 - Stress Tolerant,,H - S,H,S,1,1,01-feb,SU-FA,BO-MA-CR,based on species within genus,2,0.3 - 0.75,Slow,Medium - Large,9,,LoMod,,,HiMod,,,High,,,,
Diploria,X,,Scleractinian,,,,,MidDepth,S,4 - Stress Tolerant,,H - S,H,S,1,1,01-feb,SU-FA,BO-MA-CR,based on species within genus,2,0.3 - 0.75,Slow,Medium - Large,9,,LoMod,,,HiMod,,,High,,,,
Eusmilia fastigiata,,Smooth flower coral,Scleractinian,,3,Least concern,may-25,MidDepth,G,4 - Stress Tolerant,,G - S,G,S,1,1,1,SU,BR,"flower, hemisphere",3,0.7,Slow,Medium,8,**,LoMod,02-mar,***,HiMod,04-may,***,HiMod,4,WPD - BBD - CCI - SCTL,Wider Caribbean except Bermuda,"Typical faceoloid (Flower-like) colony, with separate, large calices calices and intratentacular division.  Tan to yellow."
Eusmilia fastigiata f. flagellata,,Smooth flower coral,Scleractinian,,,Least concern,may-15,Shallow,G,,,G - S,G,S,1,1,01-feb,SU,BR,,,0.7,Slow,Medium,8,**,LoMod,02-mar,***,HiMod,04-may,***,HiMod,4,WPD - CCI,Caribbean,"Meandroid, ellongated calices with several mouths that could be the early stages of intratentacular budding."
Favia fragum,,Golfball coral,Scleractinian,,5,Least concern,0 - 10,Shallow,S,4 - Stress Tolerant,,H - B,H,B,07-oct,Multi,12,year-around,SM-CR,,2,0.5,Slow,Very Small,5,*,Low,01-feb,***,HiMod,03-abr,*,Low,1,BBD - WPD - DSD - OTH,Wider Caribbean ,"Round small corallum, abundant in shallow, protected (back reef) habitats"
Goreaugyra memorialis,,Deep Columnar Maze coral,Scleractinian,,,Least concern,> 30,Deep,W,,,?,,,_,,_,_,CO,,,_,_,_,,_,,_,_,,_,_,,_,_,Only specimen found in the Bahamas,The only existing specimen is a short column with wide ambulacra and deep valleys on the side. The top morphology and calical structure is similar to M. meandrites. Specimen collected in deep waters in the Bahamas.
Helioseris cucullata,,Sunray lettuce coral,Scleractinian,,3,Least concern,5 - 50?,Broad,W,,,? - B,,B,?,,?,?,PL-CR,,1,?,?,Small - Medium,8,****,High,5,***,HiMod,04-may,*,Low,1,WPD - OTH,Wider Caribbean except Bermuda,"A slightly different form called ""formae contracta"" has been described for some localities."
Isophyllia multiflora,,Sinuos cactus coral,Scleractinian,,,Least concern,oct-20,Shallow,W,,,?,,,?,,?,?,SM-CR,,,?,Very Slow,Small,,**,LoMod,3,?,,?,?,,,?,Caribbean ??,Rare growth form with closed valleys. Needs taxonomic verification.
Isophyllastrea rigida,,Rough cactus coral,Scleractinian,,2,Least concern,may-20,Shallow,W,,,H - B,H,B,1,1,>1,SU-FA,SM-CR,hemispherical domes,2,0.3,Very Slow,Small,5,***,HiMod,03-abr,*,Low,01-feb,*,Low,01-feb,BBD - WPD - OTH,Wider Caribbean except Bermuda,These two are considered to belong to a single genus: Isophyllastrea
Isophyllia sinuosa,,Sinuos cactus coral,Scleractinian,,2,Least concern,may-20,Shallow,W,2 - Weedy,,H - B,H,B,1,1,>1,SP-SU,SM-CR,hemispherical domes,2,0.5,Slow,Small,4,**,LoMod,02-mar,*,Low,01-feb,*,Low,01-feb,BBD - WPD - OTH,Wider Caribbean,These two are considered to belong to a single genus: Isophyllastrea
Leptoseris cailleti,,Foliose lettuce coral,Scleractinian,,,Least concern,35 - 80?,Deep,W,,,? - ?,,,?,,?,?,FO-BL,,,?,?,Small - Medium,,**,LoMod,02-mar,****,High,5,?,,,?,Wider Caribbean ???,Mesophotic to deep water coral
Madracis asperula,,Deep yellow pencil coral,Scleractinian,,,Data deficient,30 - 150,Deep,W,,,? ,,,?,,?,?,BR,,,2,Fast,Small,,?,,0,*,Low,1,?,,?,?,Caribbean  ??,Needs taxonomic verification. Deep reef and mesophotic coral comunities 
Madracis auretenra,,Yellow pencil coral,Scleractinian,,4,Least concern,ene-30,MidDepth,W,,,H - B,H,B,1,1,>1,SP-SU-FA,BR,branching,3,0.7 - 2.4,Fast,Medium - Very Large,5,*,Low,01-feb,**,LoMod,02-mar,**,LoMod,01-feb,WPD - OTH,Wider Caribbean,"Long, thing pale to yellow branches. Incorrectlky clasified as M. mirabilis."
Madracis carmabi,,Ten ray finger coral,Scleractinian,,,Data deficient,> 30,Deep,W,,,H - B,H,B,1,1,>1,SP-SU-FA,BR,,,?,Slow,Small - Medium,,**,LoMod,3,*,Low,1,?,,,?,Curacao and southern Caribbean only??,"Short, brown or olive green rounded branches, smaller colonies than M. formosa"
Madracis decactis,,Ten ray star coral,Scleractinian,,3,Least concern,may-50,Broad,W,2 - Weedy,,H - B,H,B,1,1,>1,SP-SU-FA,BR-SM,encrusting,3,?,Slow,Small - Medium,4,**,LoMod,3,*,Low,01-feb,*,Low,01-feb,WPD - OTH,Wider Caribbean,"Short, green-gray nobby branches. Wide depth distribution"
Madracis formosa,,Eight-ray star coral,Scleractinian,,,Least concern,15 - 30,MidDepth,W,2 - Weedy,,H - B,H,B,1,1,>1,SP-SU-FA,BR,,3,?,Slow,Smalll - Large,4,**,LoMod,3,*,Low,01-feb,*,Low,1,WPD - OTH,Wider Caribbean,"Long, chocolate brown sometimes flatten branches, yellow calices. Dee pslopes and sandy areas"
Madracis myriaster,,Deep yellow pencil coral,Scleractinian,,,,30 - 150,Deep,W,,,?,,,?,,?,?,BR,,,?,?,Small,,?,,,*,Low,1,?,,?,?,Caribbean  ??,Deep reef and Mesophotic coral communities 
Madracis pharensis,,Ten ray massive coral,Scleractinian,,,Least concern,oct-50,Broad,W,2 - Weedy,,H - B,H,B,1,1,>1,SP-SU-FA,CR-SM,,1,?,Very Slow,Small,,***,HiMod,4,*,Low,1,?,,,?,Wider Caribbean except Bermuda,"Needs taxonomic verification. Taxon with zooxanthelae in deep, exposed habitats."
Madracis pharensis f luciphogous,,Ten ray crustose coral,Scleractinian,,,Least concern,may-30,MidDepth,W,,,H - B,H,B,1,1,>1,SP-SU-FA,SM-CR,,,?,Very slow,Small,5,***,HiMod,4,*,Low,01-feb,*,Low,1,WPD-OTH,Wider Caribbean except Bermuda,Taxon without zooxanthellae 
Madracis pharensis f. luciphylla,,Ten ray massive coral,Scleractinian,,,Least concern,oct-50,Broad,W,,,H - B,H,B,1,1,>1,SP-SU-FA,CR-SM,,,?,Very Slow,Small,,***,HiMod,4,*,Low,1,?,,0,?,Wider Caribbean except Bermuda,"Needs taxonomic verification. Taxon with zooxanthelae in deep, exposed habitats."
Madracis senaria,,Six-ray star coral,Scleractinian,,,Least concern,oct-30,MidDepth,W,,,H - B,H,B,1,1,>1,SP-SU-FA,CR-SM,"based on photos, dome or encrusting",2,?,Slow,Small - Medium,5,***,HiMod,04-may,*,Low,01-feb,*,Low,01-feb,WPD - GAN,Wider Caribbean except Bermuda,"Semi criptic, submassive colonies with five exerted primary septa that are distinctive, diagnostic traits"
Madracis spp,,,Scleractinian,,,,,Broad,W,2 - Weedy,,H - B,H,B,1,1,>1,SP-SU-FA,,based on species within genus,3,,Slow,Small - Medium,5,,HiMod,,,Low,,,Low,,,,
Madracis,,,Scleractinian,,,,,Broad,W,2 - Weedy,,H - B,H,B,1,1,>1,SP-SU-FA,,based on species within genus,3,,Slow,Small - Medium,5,,HiMod,,,Low,,,Low,,,,
Manicina areolata,,Rose coral,Scleractinian,,5,Least concern,ene-20,Shallow,W,2 - Weedy,,H - B,H,B,1,1,>1,SP-SU,SM,,2,0.3 - 1.2,Slow,Small,4,*,Low,01-feb,**,LoMod,3,*,Low,1,WPD - OTH,Wider Caribbean except Bermuda,"Lives on sediment areas, like Thallasia beds."
Manicina mayori,,Rose coral,Scleractinian,,,Least concern,oct-20,Shallow,W,,,H - B,H,B,?,,?,?,SM-CR,,,0.3 - 1.2,Slow,Small,,**,LoMod,02-mar,**,LoMod,3,?,,,?,??,Needs genetic and more ecological data
Meandrina danae,,Butterprint rose coral,Scleractinian,,,Least concern,oct-30,MidDepth,W,,,MP - S,,S,1,1,01-feb,SU-FA,SM,"based on photos, crenulaled",2,?,Very Slow,Very Small,3,*,Low,01-feb,*,Low,01-feb,*,Low,1,WPD,Wider Caribbean except Bermuda,Confused with M. brasiliensis which is  endemic to Brazil
Meandrina jacksoni,,White valley maze coral,Scleractinian,,4,,mar-25,MidDepth,W,4 - Stress Tolerant,,G - S,G,S,1,1,01-feb,SU-FA,SM-MA-CR-PL,,2,0.1- 0.3,Very Slow,Medium,7,**,LoMod,02-mar,***,HiMod,4,**,LoMod,3,BBD - WPD - RBD- SCTLD,Wider Caribbean except Bermuda,"Recently described. Crustose/plate coralla, wide, pale valleys and low ridges"
Meandrina meandrites,,Maze coral,Scleractinian,,4,Least concern,mar-40,Broad,W,4 - Stress Tolerant,,MP - B,,B,1,1,>1,SU-FA,MS-SM-PL-CO,brain - hemisphere and plate,2,0.1 - 0.3,Very Slow,Medium,8,**,LoMod,02-mar,***,HiMod,4,***,HiMod,4,BBD - WPD - SCTLD,Wider Caribbean except Bermuda,Thick septa and deep narrow valleys - Possibly not in Bermuda since the taxon there is diferent
Meandrina spp,,Maze coral,Scleractinian,,,,may-30,MidDepth,W,,,MP - B,,B,?,,?,?,SM,based on species within genus,2,?,Very Slow,Small,6,**,LoMod,3,**,LoMod,3,**,LoMod,2,WPD - BBD,Bermuda,"This is probably a different, endemic species. Needs taxonomic verification"
